7.685110062467646941e+00,1.028896840928233795e-02,1.258728369724878426e+01,-3.967288436699731413e+00,-9.910420412777716237e+00
-1.799753156724275271e-01,-1.498872846742940190e+01,1.710908579553080955e-01,-4.793494090066334756e+00,-5.581801621609150388e+00
-1.296173604931844858e+00,-1.350215479098667792e+01,2.159136105902706504e+01,-9.812448974593547257e-01,1.970022260084681662e-02
7.151473611292966659e+00,-3.579044253215007387e+01,-5.586105612685273947e+00,-1.452925773031922274e+00,-5.056309948446933156e+00
-9.091197717185889315e-01,-6.829417162264356911e+00,-3.487291559081157288e+00,-1.517859022303214678e+00,2.597590720596372638e+00
3.086850980079204332e-01,1.362943175671492924e+00,-2.812044104379778364e+00,-2.583170552242957108e+00,2.677086225716876378e+00
1.341379447435839589e+00,3.129374710860778119e+00,7.937406169219459739e-01,-1.822874351812641791e+00,3.181877248367239730e+00
8.030793375066612727e-01,5.643539186917485573e+00,2.366051441715439463e+00,-7.073358193906914337e+00,2.426696130293171993e+00
1.890504025691693846e+00,6.628248221749616143e+00,1.998924553272316329e+00,-8.171670992566332004e+00,8.891639715249267661e-01
-2.719097158571756268e+00,9.560626314373161350e+00,3.460593050525214487e+00,-9.676989538677426950e+00,9.293706703619138976e-01
-1.869197741979386507e+01,4.165538433393219719e+01,1.419887757695186359e+01,-1.407055659210476151e+01,-6.437260116538791321e-02
-1.443884859973313084e+01,1.026151254665086299e+01,2.548591584052203629e+01,-6.283987625213132588e+00,1.032664360066333309e+01
-8.413203316780347052e+00,2.125980916885589522e+01,1.040426613936414668e+01,-1.190170152642198076e+01,2.125502711261501698e+00
-2.063471845111417569e+00,1.246383531280651980e+01,1.811602530700425717e+01,-7.898691370116960542e+00,3.695493570478460832e+00
